"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","TULSA/WSO AP OK","72356","00348992","1961-1990","","Median Value","cm","2.0","","4.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","3.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CLAYTON/MUNICIPAL, NM","72360","00291887","1961-1990","","Median Value","cm","5.6","","7.4","","7.6","","2.3","",".0","",".0","",".0","",".0","",".0","",".0","","4.3","","7.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","AMARILLO/INTL, TX","72363","00410211","1961-1990","","Median Value","cm","5.1","","7.9","","2.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.0","","4.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALBUQUERQUE/INT'L ARPT NM","72365","00290234","1961-1990","","Median Value","cm","5.8","","4.8","","2.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".3","","3.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WINSLOW/MUNICIPAL ARPT AZ","72374","00029439","1961-1979","","Median Value","cm","5.1","","3.8","","4.6","",".5","",".0","",".0","",".0","",".0","",".0","",".0","",".3","","6.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BAKERSFIELD/MEADOWS FIELD CA","72384","00040442","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LAS VEGAS/MCCARRAN, NV","72386","00264436","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FRESNO/AIR TERMINAL CA","72389","00043257","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SANTA BARBARA, CA","72392","00047905","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SANTA MARIA/PUBLIC, CA","72394","00047946","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","RICHMOND/BYRD, VA","72401","00447201","1961-1990","","Median Value","cm","8.4","","9.4","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WASHINGTON DC/DULLES INT'L AR,VA","72403","00448903","1962-1990","","Median Value","cm","19.0","","9.1","","2.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","2.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WASHINGTON DC/NATIONAL ARPT VA","72405","00448906","1961-1990","","Median Value","cm","10.4","","9.4","",".8","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","1.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BALTIMORE/BALTO-WASH, MD","72406","00180465","1961-1990","","Median Value","cm","12.4","","12.2","","2.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","2.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ATLANTIC CITY, NJ","72407","00280311","1961-1990","","Median Value","cm","11.7","","11.4","","1.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","1.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PHILADELPHIA/INT'L ARPT PA","72408","00366889","1961-1990","","Median Value","cm","16.0","","11.4","","5.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","5.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LYNCHBURG WSO AP, VA","72410","00445120","1961-1990","","Median Value","cm","10.9","","13.0","",".8","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","2.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROANOKE/MUNICIPAL, VA","72411","00447285","1961-1990","","Median Value","cm","10.4","","17.0","","2.0","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","2.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BECKLEY/RALEIGH CO MEM AP WV","72412","00460582","1963-1990","","Median Value","cm","45.5","","39.1","","17.3","","2.5","",".0","",".0","",".0","",".0","",".0","","88888.8","1","8.6","","28.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHARLESTON/KANAWHA ARPT WV","72414","00461570","1961-1990","","Median Value","cm","30.2","","22.6","","10.9","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.3","","14.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELKINS/RANDOLPH CO ARPT WV","72417","00462718","1962-1990","","Median Value","cm","53.3","","39.4","","23.9","","7.4","",".0","",".0","",".0","",".0","",".0","","88888.8","1","12.4","","36.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CINCINNATI/GREATER CINCINNATI,KY","72421","00151855","1961-1990","","Median Value","cm","10.7","","13.0","","7.9","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","2.0","","5.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LEXINGTON/BLUEGRASS FIELD KY","72422","00154746","1961-1990","","Median Value","cm","15.0","","10.9","","2.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".3","","3.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LOUISVILLE/STANDIFORD FIELD KY","72423","00154954","1961-1990","","Median Value","cm","7.9","","10.7","","2.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","2.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HUNTINGTON/TRI-STATE, WV","72425","00464393","1961-1990","","Median Value","cm","22.9","","15.5","","8.4","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.0","","6.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBUS WSO AP, OH","72428","00331786","1961-1990","","Median Value","cm","19.6","","16.8","","7.6","",".3","",".0","",".0","",".0","",".0","",".0","",".0","","2.3","","14.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DAYTON/INT'L AP, OH","72429","00332075","1961-1990","","Median Value","cm","17.5","","17.3","","9.9","",".3","",".0","",".0","",".0","",".0","",".0","",".0","","3.3","","12.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","EVANSVILLE/REGIONAL, IN","72432","00122738","1961-1990","","Median Value","cm","7.6","","8.1","","2.0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","3.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ST. LOUIS/LAMBERT, MO","72434","00237455","1961-1990","","Median Value","cm","10.4","","13.0","","4.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","6.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","INDIANAPOLIS/INT'L ARPT IN","72438","00124259","1961-1990","","Median Value","cm","15.7","","17.8","","6.1","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.0","","8.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SPRINGFIELD/CAPITAL ARPT IL","72439","00118179","1961-1990","","Median Value","cm","14.7","","17.0","","8.9","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.0","","11.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SPRINGFIELD/REGIONAL AP MO","72440","00237976","1961-1990","","Median Value","cm","5.1","","10.4","","1.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBIA/REGIONAL ARPT MO","72445","00231791","1969-1990","","Median Value","cm","9.7","","18.0","","9.4","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","2.0","","10.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","KANSAS CITY/INTL ARPT MO","72446","00234358","1972-1990","","Median Value","cm","13.5","","12.2","","3.6","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","1.3","","7.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WICHITA/MID-CONTINENT ARPT KS","72450","00148830","1961-1990","","Median Value","cm","7.9","","5.6","",".5","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DODGE CITY/MUNICIPAL, KS","72451","00142164","1961-1990","","Median Value","cm","10.4","","6.9","","4.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","2.0","","7.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TOPEKA/MUNICIPAL ARPT KS","72456","00148167","1961-1990","","Median Value","cm","8.6","","7.1","","4.6","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".3","","9.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CONCORDIA/BLOSSER MUNI AP KS","72458","00141767","1962-1990","","Median Value","cm","10.2","","7.1","","9.1","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","1.5","","11.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALAMOSA/BERGMAN FIELD CO","72462","00050130","1961-1990","","Median Value","cm","8.6","","8.9","","11.7","","8.9","",".8","",".0","",".0","",".0","",".0","","1.5","","8.1","","15.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PUEBLO/MEMORIAL AP, CO","72464","00056740","1961-1990","","Median Value","cm","12.2","","9.1","","17.5","","2.8","",".0","",".0","",".0","",".0","",".0","","88888.8","1","5.8","","15.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLORADO SPRINGS/MUNICIPAL AP,CO","72466","00051778","1978-1989","","Median Value","cm","11.2","","11.7","","32.0","","7.1","",".8","",".0","",".0","",".0","",".0","","1.0","","10.7","","23.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DENVER/STAPLETON INT'L AP CO","72469","00052220","1961-1990","","Median Value","cm","14.2","","17.8","","31.5","","18.5","","88888.8","1",".0","",".0","",".0","",".0","","6.9","","16.3","","16.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND JUNCTION/WALKER FIELD CO","72476","00053488","1961-1990","","Median Value","cm","11.9","","5.8","","6.9","","1.5","",".0","",".0","",".0","",".0","",".0","",".0","","3.6","","11.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BISHOP/ARPT CA","72480","00040822","1961-1990","","Median Value","cm",".8","","88888.8","1",".3","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SACRAMENTO/EXECUTIVE ARPT CA","72483","00047630","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELY/YELLAND, NV","72486","00262631","1961-1990","","Median Value","cm","19.3","","14.7","","23.4","","16.0","","4.8","",".0","",".0","",".0","",".0","","4.1","","11.7","","19.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","RENO/INTL, NV","72488","00266779","1961-1990","","Median Value","cm","11.4","","3.8","","7.1","","1.5","","88888.8","1",".0","",".0","",".0","",".0","",".0","","1.5","","6.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","STOCKTON, CA","72492","00048558","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN FRANCISCO/INTERNATIONAL A,CA","72494","00047769","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEWARK/INT'L ARPT NJ","72502","00286026","1961-1989","","Median Value","cm","19.0","","16.5","","6.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK/LAGUARDIA ARPT NY","72503","00305811","1961-1990","","Median Value","cm","16.8","","15.0","","5.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BRIDGEPORT/SIKORSKY MEMORIAL CT","72504","00060806","1961-1990","","Median Value","cm","18.5","","16.8","","6.1","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","8.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PROVIDENCE/GREEN STATE, RI","72507","00376698","1961-1990","","Median Value","cm","27.7","","20.8","","13.2","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","17.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HARTFORD/BRADLEY INT'L ARPT CT","72508","00063456","1961-1990","","Median Value","cm","26.4","","23.1","","13.7","",".8","",".0","",".0","",".0","",".0","",".0","",".0","",".8","","23.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BOSTON/LOGAN INT'L AIRPORT, MA","72509","00190770","1961-1990","","Median Value","cm","28.4","","26.2","","13.0","",".3","",".0","",".0","",".0","",".0","",".0","",".0","",".5","","14.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILKES-BARRE-SCRANTON, PA","72513","00369705","1964-1990","","Median Value","cm","29.2","","29.5","","15.7","","2.3","",".0","",".0","",".0","",".0","",".0","","88888.8","1","6.6","","18.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILLIAMSPORT, PA","72514","00369728","1961-1990","","Median Value","cm","26.4","","22.9","","16.8","",".3","",".0","",".0","",".0","",".0","",".0","",".0","","2.0","","16.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BINGHAMTON/EDWIN A LINK FIELD,NY","72515","00300687","1961-1990","","Median Value","cm","45.7","","32.5","","28.7","","8.6","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","17.3","","40.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALLENTOWN/A.-BETHLEHEM, PA","72517","00360106","1961-1990","","Median Value","cm","22.4","","24.4","","10.9","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","10.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALBANY/ALBANY COUNTY, NY","72518","00300042","1961-1990","","Median Value","cm","40.4","","35.6","","20.1","",".8","",".0","",".0","",".0","",".0","",".0","",".0","","5.6","","32.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SYRACUSE/HANCOCK INT'L ARPT NY","72519","00308383","1961-1990","","Median Value","cm","61.0","","61.0","","33.0","","5.1","",".0","",".0","",".0","",".0","",".0","","88888.8","1","20.1","","66.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PITTSBURGH/GR PITTSBURGH INTL,PA","72520","00366993","1961-1990","","Median Value","cm","29.0","","19.0","","18.8","","2.3","",".0","",".0","",".0","",".0","",".0","","88888.8","1","5.1","","19.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","AKRON/AKRON-CANTON REGIONAL, OH","72521","00330058","1961-1990","","Median Value","cm","28.7","","23.4","","22.6","","3.3","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.1","","21.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CLEVELAND/HOPKINS INTL AP, OH","72524","00331657","1961-1990","","Median Value","cm","32.0","","30.7","","21.3","","2.8","",".0","",".0","",".0","",".0","",".0","","88888.8","1","9.4","","33.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","YOUNGSTOWN/WSO AP OH","72525","00339406","1961-1990","","Median Value","cm","34.5","","25.4","","23.6","","4.1","",".0","",".0","",".0","",".0","",".0","","88888.8","1","10.4","","27.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ERIE/INT'L ARPT PA","72526","00362682","1961-1990","","Median Value","cm","62.2","","34.5","","21.1","","3.8","",".0","",".0","",".0","",".0","",".0","","88888.8","1","14.5","","49.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BUFFALO/GREATER BUFFALO, NY","72528","00301012","1961-1990","","Median Value","cm","49.5","","42.7","","26.4","","6.1","",".0","",".0","",".0","",".0","",".0","","88888.8","1","18.5","","52.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/ROCHESTER-MONROE CO,NY","72529","00307167","1961-1990","","Median Value","cm","59.9","","58.2","","25.7","","5.1","",".0","",".0","",".0","",".0","",".0","","88888.8","1","13.7","","49.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHICAGO/0'HARE, IL","72530","00111549","1961-1990","","Median Value","cm","21.6","","20.3","","11.7","",".5","",".0","",".0","",".0","",".0","",".0","",".0","","2.5","","17.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PEORIA/GREATER PEORIA ARPT IL","72532","00116711","1961-1990","","Median Value","cm","17.3","","14.7","","5.6","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","2.0","","11.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FORT WAYNE/MUNICIPAL, IN","72533","00123037","1961-1990","","Median Value","cm","16.0","","17.5","","10.9","","1.0","",".0","",".0","",".0","",".0","",".0","",".0","","6.6","","19.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SOUTH BEND/ST.JOSEPH COUNTY, IN","72535","00128187","1961-1990","","Median Value","cm","50.8","","35.8","","24.4","","3.8","",".0","",".0","",".0","",".0","",".0","",".0","","19.8","","48.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TOLEDO/EXPRESS, OH","72536","00338357","1961-1990","","Median Value","cm","21.3","","21.6","","11.4","","1.8","",".0","",".0","",".0","",".0","",".0","",".0","","5.8","","20.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DETROIT/METROPOLITAN ARPT MI","72537","00202103","1961-1990","","Median Value","cm","21.6","","21.6","","16.3","","3.0","",".0","",".0","",".0","",".0","",".0","",".0","","5.6","","25.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LANSING/CAPITAL CITY AP, MI","72539","00204641","1961-1990","","Median Value","cm","29.2","","22.9","","19.8","","4.6","",".0","",".0","",".0","",".0","",".0","","88888.8","1","10.2","","32.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCKFORD/WSO AP IL","72543","00117382","1961-1990","","Median Value","cm","22.1","","18.8","","12.2","","1.8","",".0","",".0","",".0","",".0","",".0","",".0","","4.6","","21.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MOLINE/QUAD CITY, IL","72544","00115751","1961-1990","","Median Value","cm","21.8","","15.5","","14.2","",".3","",".0","",".0","",".0","",".0","",".0","",".0","","2.8","","18.3","","-9999.9","2","-9999.9","2"
